,antecedents,consequents
1060,"frozenset({135493, 70509})",frozenset({1697})
1061,frozenset({1697}),"frozenset({135493, 70509})"
1062,frozenset({135493}),"frozenset({1697, 70509})"
1063,frozenset({70509}),"frozenset({1697, 135493})"
1064,"frozenset({1697, 88411})",frozenset({135493})
1065,"frozenset({1697, 135493})",frozenset({88411})
1066,"frozenset({88411, 135493})",frozenset({1697})
1067,frozenset({1697}),"frozenset({88411, 135493})"
1068,frozenset({88411}),"frozenset({1697, 135493})"
1069,frozenset({135493}),"frozenset({1697, 88411})"
1070,"frozenset({1697, 88411, 135493})",frozenset({70509})
1071,"frozenset({1697, 88411, 70509})",frozenset({135493})
1072,"frozenset({1697, 135493, 70509})",frozenset({88411})
1073,"frozenset({88411, 135493, 70509})",frozenset({1697})
1074,"frozenset({1697, 88411})","frozenset({135493, 70509})"
1075,"frozenset({1697, 135493})","frozenset({88411, 70509})"
1076,"frozenset({1697, 70509})","frozenset({88411, 135493})"
1077,"frozenset({88411, 135493})","frozenset({1697, 70509})"
1078,"frozenset({88411, 70509})","frozenset({1697, 135493})"
1079,"frozenset({135493, 70509})","frozenset({1697, 88411})"
1080,frozenset({1697}),"frozenset({88411, 135493, 70509})"
1081,frozenset({88411}),"frozenset({1697, 135493, 70509})"
1082,frozenset({135493}),"frozenset({1697, 88411, 70509})"
1083,frozenset({70509}),"frozenset({1697, 88411, 135493})"
1084,"frozenset({88411, 135493})",frozenset({135789})
1085,"frozenset({88411, 135789})",frozenset({135493})
1086,"frozenset({135493, 135789})",frozenset({88411})
1087,frozenset({88411}),"frozenset({135493, 135789})"
1088,frozenset({135493}),"frozenset({88411, 135789})"
1089,frozenset({135789}),"frozenset({88411, 135493})"
1090,"frozenset({135493, 135789})",frozenset({70509})
1091,"frozenset({135789, 70509})",frozenset({135493})
1092,"frozenset({135493, 70509})",frozenset({135789})
1093,frozenset({135789}),"frozenset({135493, 70509})"
1094,frozenset({135493}),"frozenset({135789, 70509})"
1095,frozenset({70509}),"frozenset({135493, 135789})"
1096,"frozenset({88411, 135493, 135789})",frozenset({70509})
1097,"frozenset({88411, 135789, 70509})",frozenset({135493})
1098,"frozenset({88411, 135493, 70509})",frozenset({135789})
1099,"frozenset({135493, 135789, 70509})",frozenset({88411})
1100,"frozenset({88411, 135789})","frozenset({135493, 70509})"
1101,"frozenset({88411, 135493})","frozenset({135789, 70509})"
1102,"frozenset({88411, 70509})","frozenset({135493, 135789})"
1103,"frozenset({135493, 135789})","frozenset({88411, 70509})"
1104,"frozenset({135789, 70509})","frozenset({88411, 135493})"
1105,"frozenset({135493, 70509})","frozenset({88411, 135789})"
1106,frozenset({88411}),"frozenset({135493, 135789, 70509})"
1107,frozenset({135789}),"frozenset({88411, 135493, 70509})"
1108,frozenset({135493}),"frozenset({88411, 135789, 70509})"
1109,frozenset({70509}),"frozenset({88411, 135493, 135789})"
1110,"frozenset({88411, 88443})",frozenset({135493})
1111,"frozenset({88411, 135493})",frozenset({88443})
1112,"frozenset({88443, 135493})",frozenset({88411})
1113,frozenset({88411}),"frozenset({88443, 135493})"
1114,frozenset({88443}),"frozenset({88411, 135493})"
1115,frozenset({135493}),"frozenset({88411, 88443})"
1116,frozenset({88445}),frozenset({70126})
1117,frozenset({70126}),frozenset({88445})
1118,frozenset({70509}),frozenset({70126})
1119,frozenset({70126}),frozenset({70509})
1120,frozenset({23004}),frozenset({70126})
1121,frozenset({70126}),frozenset({23004})
1122,frozenset({88411}),frozenset({70126})
1123,frozenset({70126}),frozenset({88411})
1124,"frozenset({23004, 70509})",frozenset({70126})
1125,"frozenset({23004, 70126})",frozenset({70509})
1126,"frozenset({70509, 70126})",frozenset({23004})
1127,frozenset({23004}),"frozenset({70509, 70126})"
1128,frozenset({70509}),"frozenset({23004, 70126})"
1129,frozenset({70126}),"frozenset({23004, 70509})"
1130,frozenset({88411}),frozenset({3336149})
1131,frozenset({3336149}),frozenset({88411})
1132,frozenset({3336149}),frozenset({70509})
1133,frozenset({70509}),frozenset({3336149})
1134,frozenset({1697}),frozenset({3336149})
1135,frozenset({3336149}),frozenset({1697})
1136,frozenset({23004}),frozenset({3336149})
1137,frozenset({3336149}),frozenset({23004})
1138,"frozenset({88411, 3336149})",frozenset({70509})
1139,"frozenset({3336149, 70509})",frozenset({88411})
1140,"frozenset({88411, 70509})",frozenset({3336149})
1141,frozenset({3336149}),"frozenset({88411, 70509})"
1142,frozenset({88411}),"frozenset({3336149, 70509})"
1143,frozenset({70509}),"frozenset({88411, 3336149})"
1144,"frozenset({1697, 3336149})",frozenset({70509})
1145,"frozenset({3336149, 70509})",frozenset({1697})
1146,"frozenset({1697, 70509})",frozenset({3336149})
1147,frozenset({3336149}),"frozenset({1697, 70509})"
1148,frozenset({1697}),"frozenset({3336149, 70509})"
1149,frozenset({70509}),"frozenset({1697, 3336149})"
1150,frozenset({88411}),frozenset({1755})
1151,frozenset({1755}),frozenset({88411})
1152,frozenset({1755}),frozenset({3336149})
1153,frozenset({3336149}),frozenset({1755})
1154,frozenset({1755}),frozenset({70509})
1155,frozenset({70509}),frozenset({1755})
1156,frozenset({1697}),frozenset({1755})
1157,frozenset({1755}),frozenset({1697})
1158,frozenset({1698}),frozenset({1755})
1159,frozenset({1755}),frozenset({1698})
1160,"frozenset({88411, 3336149})",frozenset({1755})
1161,"frozenset({88411, 1755})",frozenset({3336149})
1162,"frozenset({1755, 3336149})",frozenset({88411})
1163,frozenset({88411}),"frozenset({1755, 3336149})"
1164,frozenset({3336149}),"frozenset({88411, 1755})"
1165,frozenset({1755}),"frozenset({88411, 3336149})"
1166,"frozenset({88411, 70509})",frozenset({1755})
1167,"frozenset({88411, 1755})",frozenset({70509})
1168,"frozenset({1755, 70509})",frozenset({88411})
1169,frozenset({88411}),"frozenset({1755, 70509})"
1170,frozenset({70509}),"frozenset({88411, 1755})"
1171,frozenset({1755}),"frozenset({88411, 70509})"
1172,frozenset({88411}),frozenset({135789})
1173,frozenset({135789}),frozenset({88411})
1174,frozenset({1755}),frozenset({135789})
1175,frozenset({135789}),frozenset({1755})
1176,frozenset({70509}),frozenset({135789})
1177,frozenset({135789}),frozenset({70509})
1178,frozenset({1698}),frozenset({135789})
1179,frozenset({135789}),frozenset({1698})
1180,frozenset({1697}),frozenset({135789})
1181,frozenset({135789}),frozenset({1697})
1182,"frozenset({88411, 135789})",frozenset({1755})
1183,"frozenset({88411, 1755})",frozenset({135789})
1184,"frozenset({1755, 135789})",frozenset({88411})
1185,frozenset({88411}),"frozenset({1755, 135789})"
1186,frozenset({135789}),"frozenset({88411, 1755})"
1187,frozenset({1755}),"frozenset({88411, 135789})"
1188,"frozenset({88411, 70509})",frozenset({135789})
1189,"frozenset({88411, 135789})",frozenset({70509})
1190,"frozenset({70509, 135789})",frozenset({88411})
1191,frozenset({88411}),"frozenset({70509, 135789})"
1192,frozenset({70509}),"frozenset({88411, 135789})"
1193,frozenset({135789}),"frozenset({88411, 70509})"
1194,"frozenset({1698, 88411})",frozenset({135789})
1195,"frozenset({1698, 135789})",frozenset({88411})
1196,"frozenset({88411, 135789})",frozenset({1698})
1197,frozenset({1698}),"frozenset({88411, 135789})"
1198,frozenset({88411}),"frozenset({1698, 135789})"
1199,frozenset({135789}),"frozenset({1698, 88411})"
1200,"frozenset({1698, 70509})",frozenset({135789})
1201,"frozenset({1698, 135789})",frozenset({70509})
1202,"frozenset({70509, 135789})",frozenset({1698})
1203,frozenset({1698}),"frozenset({70509, 135789})"
1204,frozenset({70509}),"frozenset({1698, 135789})"
1205,frozenset({135789}),"frozenset({1698, 70509})"
1206,"frozenset({1698, 88411, 70509})",frozenset({135789})
1207,"frozenset({1698, 88411, 135789})",frozenset({70509})
1208,"frozenset({1698, 70509, 135789})",frozenset({88411})
1209,"frozenset({88411, 70509, 135789})",frozenset({1698})
1210,"frozenset({1698, 88411})","frozenset({70509, 135789})"
1211,"frozenset({1698, 70509})","frozenset({88411, 135789})"
1212,"frozenset({1698, 135789})","frozenset({88411, 70509})"
1213,"frozenset({88411, 70509})","frozenset({1698, 135789})"
1214,"frozenset({88411, 135789})","frozenset({1698, 70509})"
1215,"frozenset({70509, 135789})","frozenset({1698, 88411})"
1216,frozenset({1698}),"frozenset({88411, 70509, 135789})"
1217,frozenset({88411}),"frozenset({1698, 70509, 135789})"
1218,frozenset({70509}),"frozenset({1698, 88411, 135789})"
1219,frozenset({135789}),"frozenset({1698, 88411, 70509})"
1220,"frozenset({1697, 88411})",frozenset({135789})
1221,"frozenset({1697, 135789})",frozenset({88411})
1222,"frozenset({88411, 135789})",frozenset({1697})
1223,frozenset({1697}),"frozenset({88411, 135789})"
1224,frozenset({88411}),"frozenset({1697, 135789})"
1225,frozenset({135789}),"frozenset({1697, 88411})"
1226,"frozenset({1697, 70509})",frozenset({135789})
1227,"frozenset({1697, 135789})",frozenset({70509})
1228,"frozenset({70509, 135789})",frozenset({1697})
1229,frozenset({1697}),"frozenset({70509, 135789})"
1230,frozenset({70509}),"frozenset({1697, 135789})"
1231,frozenset({135789}),"frozenset({1697, 70509})"
1232,"frozenset({1697, 88411, 70509})",frozenset({135789})
1233,"frozenset({1697, 88411, 135789})",frozenset({70509})
1234,"frozenset({1697, 70509, 135789})",frozenset({88411})
1235,"frozenset({88411, 70509, 135789})",frozenset({1697})
1236,"frozenset({1697, 88411})","frozenset({70509, 135789})"
1237,"frozenset({1697, 70509})","frozenset({88411, 135789})"
1238,"frozenset({1697, 135789})","frozenset({88411, 70509})"
1239,"frozenset({88411, 70509})","frozenset({1697, 135789})"
1240,"frozenset({88411, 135789})","frozenset({1697, 70509})"
1241,"frozenset({70509, 135789})","frozenset({1697, 88411})"
1242,frozenset({1697}),"frozenset({88411, 70509, 135789})"
1243,frozenset({88411}),"frozenset({1697, 70509, 135789})"
1244,frozenset({70509}),"frozenset({1697, 88411, 135789})"
1245,frozenset({135789}),"frozenset({1697, 88411, 70509})"
1246,frozenset({88411}),frozenset({3216486})
1247,frozenset({3216486}),frozenset({88411})
1248,frozenset({1755}),frozenset({3216486})
1249,frozenset({3216486}),frozenset({1755})
1250,frozenset({135492}),frozenset({3216486})
1251,frozenset({3216486}),frozenset({135492})
1252,frozenset({3216486}),frozenset({135495})
1253,frozenset({135495}),frozenset({3216486})
1254,frozenset({135505}),frozenset({3216486})
1255,frozenset({3216486}),frozenset({135505})
1256,frozenset({135493}),frozenset({3216486})
1257,frozenset({3216486}),frozenset({135493})
1258,"frozenset({88411, 1755})",frozenset({3216486})
1259,"frozenset({1755, 3216486})",frozenset({88411})
1260,"frozenset({88411, 3216486})",frozenset({1755})
1261,frozenset({1755}),"frozenset({88411, 3216486})"
1262,frozenset({88411}),"frozenset({1755, 3216486})"
1263,frozenset({3216486}),"frozenset({88411, 1755})"
1264,frozenset({1699}),frozenset({70509})
1265,frozenset({70509}),frozenset({1699})
1266,frozenset({1698}),frozenset({1699})
1267,frozenset({1699}),frozenset({1698})
1268,frozenset({1699}),frozenset({23004})
1269,frozenset({23004}),frozenset({1699})
1270,frozenset({70448}),frozenset({1698})
1271,frozenset({1698}),frozenset({70448})
1272,frozenset({1698}),frozenset({70509})
1273,frozenset({70509}),frozenset({1698})
1274,frozenset({1698}),frozenset({88411})
1275,frozenset({88411}),frozenset({1698})
1276,frozenset({1698}),frozenset({23004})
1277,frozenset({23004}),frozenset({1698})
1278,frozenset({1698}),frozenset({1708})
1279,frozenset({1708}),frozenset({1698})
1280,"frozenset({1698, 88411})",frozenset({70509})
1281,"frozenset({1698, 70509})",frozenset({88411})
1282,"frozenset({88411, 70509})",frozenset({1698})
1283,frozenset({1698}),"frozenset({88411, 70509})"
1284,frozenset({88411}),"frozenset({1698, 70509})"
1285,frozenset({70509}),"frozenset({1698, 88411})"
1286,"frozenset({1698, 23004})",frozenset({70509})
1287,"frozenset({1698, 70509})",frozenset({23004})
1288,"frozenset({23004, 70509})",frozenset({1698})
1289,frozenset({1698}),"frozenset({23004, 70509})"
1290,frozenset({23004}),"frozenset({1698, 70509})"
1291,frozenset({70509}),"frozenset({1698, 23004})"
1292,"frozenset({1698, 88411})",frozenset({23004})
1293,"frozenset({1698, 23004})",frozenset({88411})
1294,"frozenset({88411, 23004})",frozenset({1698})
1295,frozenset({1698}),"frozenset({88411, 23004})"
1296,frozenset({88411}),"frozenset({1698, 23004})"
1297,frozenset({23004}),"frozenset({1698, 88411})"
1298,"frozenset({1698, 88411, 23004})",frozenset({70509})
1299,"frozenset({1698, 88411, 70509})",frozenset({23004})
1300,"frozenset({1698, 23004, 70509})",frozenset({88411})
1301,"frozenset({88411, 23004, 70509})",frozenset({1698})
1302,"frozenset({1698, 88411})","frozenset({23004, 70509})"
1303,"frozenset({1698, 23004})","frozenset({88411, 70509})"
1304,"frozenset({1698, 70509})","frozenset({88411, 23004})"
1305,"frozenset({88411, 23004})","frozenset({1698, 70509})"
1306,"frozenset({88411, 70509})","frozenset({1698, 23004})"
1307,"frozenset({23004, 70509})","frozenset({1698, 88411})"
1308,frozenset({1698}),"frozenset({88411, 23004, 70509})"
1309,frozenset({88411}),"frozenset({1698, 23004, 70509})"
1310,frozenset({23004}),"frozenset({1698, 88411, 70509})"
1311,frozenset({70509}),"frozenset({1698, 88411, 23004})"
1312,"frozenset({1698, 1708})",frozenset({70509})
1313,"frozenset({1698, 70509})",frozenset({1708})
1314,"frozenset({1708, 70509})",frozenset({1698})
1315,frozenset({1698}),"frozenset({1708, 70509})"
1316,frozenset({1708}),"frozenset({1698, 70509})"
1317,frozenset({70509}),"frozenset({1698, 1708})"
1318,"frozenset({1698, 23004})",frozenset({1708})
1319,"frozenset({1698, 1708})",frozenset({23004})
1320,"frozenset({1708, 23004})",frozenset({1698})
1321,frozenset({1698}),"frozenset({1708, 23004})"
1322,frozenset({23004}),"frozenset({1698, 1708})"
1323,frozenset({1708}),"frozenset({1698, 23004})"
1324,"frozenset({1698, 88411})",frozenset({1708})
1325,"frozenset({1698, 1708})",frozenset({88411})
1326,"frozenset({88411, 1708})",frozenset({1698})
1327,frozenset({1698}),"frozenset({88411, 1708})"
1328,frozenset({88411}),"frozenset({1698, 1708})"
1329,frozenset({1708}),"frozenset({1698, 88411})"
1330,"frozenset({1698, 23004, 1708})",frozenset({70509})
1331,"frozenset({1698, 23004, 70509})",frozenset({1708})
1332,"frozenset({1698, 1708, 70509})",frozenset({23004})
1333,"frozenset({1708, 23004, 70509})",frozenset({1698})
1334,"frozenset({1698, 23004})","frozenset({1708, 70509})"
1335,"frozenset({1698, 1708})","frozenset({23004, 70509})"
1336,"frozenset({1698, 70509})","frozenset({1708, 23004})"
1337,"frozenset({1708, 23004})","frozenset({1698, 70509})"
1338,"frozenset({23004, 70509})","frozenset({1698, 1708})"
1339,"frozenset({1708, 70509})","frozenset({1698, 23004})"
1340,frozenset({1698}),"frozenset({1708, 23004, 70509})"
1341,frozenset({23004}),"frozenset({1698, 1708, 70509})"
1342,frozenset({1708}),"frozenset({1698, 23004, 70509})"
1343,frozenset({70509}),"frozenset({1698, 23004, 1708})"
1344,"frozenset({1698, 88411, 1708})",frozenset({70509})
1345,"frozenset({1698, 88411, 70509})",frozenset({1708})
1346,"frozenset({1698, 1708, 70509})",frozenset({88411})
1347,"frozenset({88411, 1708, 70509})",frozenset({1698})
1348,"frozenset({1698, 88411})","frozenset({1708, 70509})"
1349,"frozenset({1698, 1708})","frozenset({88411, 70509})"
1350,"frozenset({1698, 70509})","frozenset({88411, 1708})"
1351,"frozenset({88411, 1708})","frozenset({1698, 70509})"
1352,"frozenset({88411, 70509})","frozenset({1698, 1708})"
1353,"frozenset({1708, 70509})","frozenset({1698, 88411})"
1354,frozenset({1698}),"frozenset({88411, 1708, 70509})"
1355,frozenset({88411}),"frozenset({1698, 1708, 70509})"
1356,frozenset({1708}),"frozenset({1698, 88411, 70509})"
1357,frozenset({70509}),"frozenset({1698, 88411, 1708})"
1358,frozenset({26001}),frozenset({70509})
1359,frozenset({70509}),frozenset({26001})
1360,frozenset({26001}),frozenset({88411})
1361,frozenset({88411}),frozenset({26001})
1362,frozenset({1698}),frozenset({1746})
1363,frozenset({1746}),frozenset({1698})
1364,frozenset({1746}),frozenset({88411})
1365,frozenset({88411}),frozenset({1746})
1366,frozenset({1746}),frozenset({70509})
1367,frozenset({70509}),frozenset({1746})
1368,frozenset({1746}),frozenset({70511})
1369,frozenset({70511}),frozenset({1746})
1370,frozenset({70509}),frozenset({87118})
1371,frozenset({87118}),frozenset({70509})
1372,frozenset({88411}),frozenset({87118})
1373,frozenset({87118}),frozenset({88411})
1374,frozenset({3336149}),frozenset({87118})
1375,frozenset({87118}),frozenset({3336149})
1376,frozenset({1698}),frozenset({87118})
1377,frozenset({87118}),frozenset({1698})
1378,"frozenset({88411, 70509})",frozenset({87118})
1379,"frozenset({88411, 87118})",frozenset({70509})
1380,"frozenset({70509, 87118})",frozenset({88411})
1381,frozenset({88411}),"frozenset({70509, 87118})"
1382,frozenset({70509}),"frozenset({88411, 87118})"
1383,frozenset({87118}),"frozenset({88411, 70509})"
1384,"frozenset({3336149, 87118})",frozenset({70509})
1385,"frozenset({70509, 87118})",frozenset({3336149})
1386,"frozenset({3336149, 70509})",frozenset({87118})
1387,frozenset({87118}),"frozenset({3336149, 70509})"
1388,frozenset({3336149}),"frozenset({70509, 87118})"
1389,frozenset({70509}),"frozenset({3336149, 87118})"
1390,"frozenset({88411, 3336149})",frozenset({87118})
1391,"frozenset({88411, 87118})",frozenset({3336149})
1392,"frozenset({3336149, 87118})",frozenset({88411})
1393,frozenset({88411}),"frozenset({3336149, 87118})"
1394,frozenset({3336149}),"frozenset({88411, 87118})"
1395,frozenset({87118}),"frozenset({88411, 3336149})"
1396,"frozenset({88411, 3336149, 87118})",frozenset({70509})
1397,"frozenset({88411, 70509, 87118})",frozenset({3336149})
1398,"frozenset({70509, 3336149, 87118})",frozenset({88411})
1399,"frozenset({88411, 3336149, 70509})",frozenset({87118})
1400,"frozenset({88411, 87118})","frozenset({3336149, 70509})"
1401,"frozenset({3336149, 87118})","frozenset({88411, 70509})"
1402,"frozenset({70509, 87118})","frozenset({88411, 3336149})"
1403,"frozenset({88411, 3336149})","frozenset({70509, 87118})"
1404,"frozenset({88411, 70509})","frozenset({3336149, 87118})"
1405,"frozenset({3336149, 70509})","frozenset({88411, 87118})"
1406,frozenset({87118}),"frozenset({88411, 3336149, 70509})"
1407,frozenset({88411}),"frozenset({70509, 3336149, 87118})"
1408,frozenset({3336149}),"frozenset({88411, 70509, 87118})"
1409,frozenset({70509}),"frozenset({88411, 3336149, 87118})"
1410,"frozenset({1698, 70509})",frozenset({87118})
1411,"frozenset({1698, 87118})",frozenset({70509})
1412,"frozenset({70509, 87118})",frozenset({1698})
1413,frozenset({1698}),"frozenset({70509, 87118})"
1414,frozenset({70509}),"frozenset({1698, 87118})"
1415,frozenset({87118}),"frozenset({1698, 70509})"
1416,frozenset({87120}),frozenset({70509})
1417,frozenset({70509}),frozenset({87120})
1418,frozenset({87120}),frozenset({88411})
1419,frozenset({88411}),frozenset({87120})
1420,frozenset({87120}),frozenset({70126})
1421,frozenset({70126}),frozenset({87120})
1422,frozenset({15021864}),frozenset({70509})
1423,frozenset({70509}),frozenset({15021864})
1424,frozenset({15021864}),frozenset({88411})
1425,frozenset({88411}),frozenset({15021864})
1426,"frozenset({15021864, 88411})",frozenset({70509})
1427,"frozenset({15021864, 70509})",frozenset({88411})
1428,"frozenset({88411, 70509})",frozenset({15021864})
1429,frozenset({15021864}),"frozenset({88411, 70509})"
1430,frozenset({88411}),"frozenset({15021864, 70509})"
1431,frozenset({70509}),"frozenset({15021864, 88411})"
1432,frozenset({1708}),frozenset({88445})
1433,frozenset({88445}),frozenset({1708})
1434,frozenset({88445}),frozenset({70509})
1435,frozenset({70509}),frozenset({88445})
1436,frozenset({88411}),frozenset({135510})
1437,frozenset({135510}),frozenset({88411})
1438,frozenset({70448}),frozenset({1754})
1439,frozenset({1754}),frozenset({70448})
1440,frozenset({88622}),frozenset({88623})
1441,frozenset({88623}),frozenset({88622})
1442,frozenset({70509}),frozenset({88622})
1443,frozenset({88622}),frozenset({70509})
1444,frozenset({88411}),frozenset({88622})
1445,frozenset({88622}),frozenset({88411})
1446,frozenset({1755}),frozenset({88622})
1447,frozenset({88622}),frozenset({1755})
1448,frozenset({3336149}),frozenset({88622})
1449,frozenset({88622}),frozenset({3336149})
1450,frozenset({135493}),frozenset({88622})
1451,frozenset({88622}),frozenset({135493})
1452,frozenset({88622}),frozenset({135495})
1453,frozenset({135495}),frozenset({88622})
1454,frozenset({88676}),frozenset({88622})
1455,frozenset({88622}),frozenset({88676})
1456,"frozenset({70509, 88622})",frozenset({88623})
1457,"frozenset({70509, 88623})",frozenset({88622})
1458,"frozenset({88622, 88623})",frozenset({70509})
1459,frozenset({70509}),"frozenset({88622, 88623})"
1460,frozenset({88622}),"frozenset({70509, 88623})"
1461,frozenset({88623}),"frozenset({70509, 88622})"
1462,"frozenset({88411, 88622})",frozenset({88623})
1463,"frozenset({88411, 88623})",frozenset({88622})
1464,"frozenset({88622, 88623})",frozenset({88411})
1465,frozenset({88411}),"frozenset({88622, 88623})"
1466,frozenset({88622}),"frozenset({88411, 88623})"
1467,frozenset({88623}),"frozenset({88411, 88622})"
1468,"frozenset({88411, 70509})",frozenset({88622})
1469,"frozenset({88411, 88622})",frozenset({70509})
1470,"frozenset({70509, 88622})",frozenset({88411})
1471,frozenset({88411}),"frozenset({70509, 88622})"
1472,frozenset({70509}),"frozenset({88411, 88622})"
1473,frozenset({88622}),"frozenset({88411, 70509})"
1474,"frozenset({88411, 70509, 88622})",frozenset({88623})
1475,"frozenset({88411, 70509, 88623})",frozenset({88622})
1476,"frozenset({88411, 88622, 88623})",frozenset({70509})
1477,"frozenset({70509, 88622, 88623})",frozenset({88411})
1478,"frozenset({88411, 70509})","frozenset({88622, 88623})"
1479,"frozenset({88411, 88622})","frozenset({70509, 88623})"
1480,"frozenset({88411, 88623})","frozenset({70509, 88622})"
1481,"frozenset({70509, 88622})","frozenset({88411, 88623})"
1482,"frozenset({70509, 88623})","frozenset({88411, 88622})"
1483,"frozenset({88622, 88623})","frozenset({88411, 70509})"
1484,frozenset({88411}),"frozenset({70509, 88622, 88623})"
1485,frozenset({70509}),"frozenset({88411, 88622, 88623})"
1486,frozenset({88622}),"frozenset({88411, 70509, 88623})"
1487,frozenset({88623}),"frozenset({88411, 70509, 88622})"
1488,"frozenset({1755, 88622})",frozenset({88623})
1489,"frozenset({1755, 88623})",frozenset({88622})
1490,"frozenset({88622, 88623})",frozenset({1755})
1491,frozenset({1755}),"frozenset({88622, 88623})"
1492,frozenset({88622}),"frozenset({1755, 88623})"
1493,frozenset({88623}),"frozenset({1755, 88622})"
1494,"frozenset({88411, 1755})",frozenset({88622})
1495,"frozenset({1755, 88622})",frozenset({88411})
1496,"frozenset({88411, 88622})",frozenset({1755})
1497,frozenset({1755}),"frozenset({88411, 88622})"
1498,frozenset({88411}),"frozenset({1755, 88622})"
1499,frozenset({88622}),"frozenset({88411, 1755})"
1500,"frozenset({88411, 1755, 88622})",frozenset({88623})
1501,"frozenset({88411, 1755, 88623})",frozenset({88622})
1502,"frozenset({1755, 88622, 88623})",frozenset({88411})
1503,"frozenset({88411, 88622, 88623})",frozenset({1755})
1504,"frozenset({88411, 1755})","frozenset({88622, 88623})"
1505,"frozenset({1755, 88622})","frozenset({88411, 88623})"
1506,"frozenset({1755, 88623})","frozenset({88411, 88622})"
1507,"frozenset({88411, 88622})","frozenset({1755, 88623})"
1508,"frozenset({88411, 88623})","frozenset({1755, 88622})"
1509,"frozenset({88622, 88623})","frozenset({88411, 1755})"
1510,frozenset({1755}),"frozenset({88411, 88622, 88623})"
1511,frozenset({88411}),"frozenset({1755, 88622, 88623})"
1512,frozenset({88622}),"frozenset({88411, 1755, 88623})"
1513,frozenset({88623}),"frozenset({88411, 1755, 88622})"
1514,"frozenset({3336149, 88622})",frozenset({88623})
1515,"frozenset({3336149, 88623})",frozenset({88622})
1516,"frozenset({88622, 88623})",frozenset({3336149})
1517,frozenset({3336149}),"frozenset({88622, 88623})"
1518,frozenset({88622}),"frozenset({3336149, 88623})"
1519,frozenset({88623}),"frozenset({3336149, 88622})"
1520,"frozenset({3336149, 70509})",frozenset({88622})
1521,"frozenset({3336149, 88622})",frozenset({70509})
1522,"frozenset({70509, 88622})",frozenset({3336149})
1523,frozenset({3336149}),"frozenset({70509, 88622})"
1524,frozenset({70509}),"frozenset({3336149, 88622})"
1525,frozenset({88622}),"frozenset({3336149, 70509})"
1526,"frozenset({88622, 3336149, 70509})",frozenset({88623})
1527,"frozenset({3336149, 70509, 88623})",frozenset({88622})
1528,"frozenset({3336149, 88622, 88623})",frozenset({70509})
1529,"frozenset({70509, 88622, 88623})",frozenset({3336149})
1530,"frozenset({3336149, 70509})","frozenset({88622, 88623})"
1531,"frozenset({3336149, 88622})","frozenset({70509, 88623})"
1532,"frozenset({3336149, 88623})","frozenset({70509, 88622})"
1533,"frozenset({70509, 88622})","frozenset({3336149, 88623})"
1534,"frozenset({70509, 88623})","frozenset({3336149, 88622})"
1535,"frozenset({88622, 88623})","frozenset({3336149, 70509})"
1536,frozenset({3336149}),"frozenset({70509, 88622, 88623})"
1537,frozenset({70509}),"frozenset({3336149, 88622, 88623})"
1538,frozenset({88622}),"frozenset({3336149, 70509, 88623})"
1539,frozenset({88623}),"frozenset({88622, 3336149, 70509})"
1540,"frozenset({135493, 88622})",frozenset({88623})
1541,"frozenset({135493, 88623})",frozenset({88622})
1542,"frozenset({88622, 88623})",frozenset({135493})
1543,frozenset({135493}),"frozenset({88622, 88623})"
1544,frozenset({88622}),"frozenset({135493, 88623})"
1545,frozenset({88623}),"frozenset({135493, 88622})"
1546,"frozenset({88622, 88623})",frozenset({135495})
1547,"frozenset({135495, 88623})",frozenset({88622})
1548,"frozenset({88622, 135495})",frozenset({88623})
1549,frozenset({88623}),"frozenset({88622, 135495})"
1550,frozenset({88622}),"frozenset({135495, 88623})"
1551,frozenset({135495}),"frozenset({88622, 88623})"
1552,"frozenset({88676, 88622})",frozenset({88623})
1553,"frozenset({88676, 88623})",frozenset({88622})
1554,"frozenset({88622, 88623})",frozenset({88676})
1555,frozenset({88676}),"frozenset({88622, 88623})"
1556,frozenset({88622}),"frozenset({88676, 88623})"
1557,frozenset({88623}),"frozenset({88676, 88622})"
1558,frozenset({70274}),frozenset({70509})
1559,frozenset({70509}),frozenset({70274})
1560,frozenset({135492}),frozenset({135495})
1561,frozenset({135495}),frozenset({135492})
1562,frozenset({88411}),frozenset({135492})
1563,frozenset({135492}),frozenset({88411})
1564,frozenset({135492}),frozenset({70509})
1565,frozenset({70509}),frozenset({135492})
1566,frozenset({135492}),frozenset({135493})
1567,frozenset({135493}),frozenset({135492})
1568,frozenset({88676}),frozenset({135492})
1569,frozenset({135492}),frozenset({88676})
1570,frozenset({135492}),frozenset({3336149})
1571,frozenset({3336149}),frozenset({135492})
1572,frozenset({135492}),frozenset({88623})
1573,frozenset({88623}),frozenset({135492})
1574,frozenset({1698}),frozenset({135492})
1575,frozenset({135492}),frozenset({1698})
1576,frozenset({135505}),frozenset({135492})
1577,frozenset({135492}),frozenset({135505})
1578,frozenset({1755}),frozenset({135492})
1579,frozenset({135492}),frozenset({1755})
1580,frozenset({135492}),frozenset({88622})
1581,frozenset({88622}),frozenset({135492})
1582,"frozenset({88411, 135492})",frozenset({70509})
1583,"frozenset({88411, 70509})",frozenset({135492})
1584,"frozenset({135492, 70509})",frozenset({88411})
1585,frozenset({88411}),"frozenset({135492, 70509})"
1586,frozenset({135492}),"frozenset({88411, 70509})"
1587,frozenset({70509}),"frozenset({88411, 135492})"
