,antecedents,consequents
1185,"frozenset({88411, 88623})",frozenset({88676})
1186,"frozenset({88676, 88623})",frozenset({88411})
1187,frozenset({88411}),"frozenset({88676, 88623})"
1188,frozenset({88676}),"frozenset({88411, 88623})"
1189,frozenset({88623}),"frozenset({88411, 88676})"
1190,"frozenset({88411, 135492})",frozenset({88623})
1191,"frozenset({88411, 88623})",frozenset({135492})
1192,"frozenset({135492, 88623})",frozenset({88411})
1193,frozenset({88411}),"frozenset({135492, 88623})"
1194,frozenset({135492}),"frozenset({88411, 88623})"
1195,frozenset({88623}),"frozenset({88411, 135492})"
1196,"frozenset({88411, 135493})",frozenset({88623})
1197,"frozenset({88411, 88623})",frozenset({135493})
1198,"frozenset({135493, 88623})",frozenset({88411})
1199,frozenset({88411}),"frozenset({135493, 88623})"
1200,frozenset({135493}),"frozenset({88411, 88623})"
1201,frozenset({88623}),"frozenset({88411, 135493})"
1202,"frozenset({88411, 88623})",frozenset({135495})
1203,"frozenset({88411, 135495})",frozenset({88623})
1204,"frozenset({135495, 88623})",frozenset({88411})
1205,frozenset({88411}),"frozenset({135495, 88623})"
1206,frozenset({88623}),"frozenset({88411, 135495})"
1207,frozenset({135495}),"frozenset({88411, 88623})"
1208,"frozenset({88411, 3336149})",frozenset({88623})
1209,"frozenset({88411, 88623})",frozenset({3336149})
1210,"frozenset({3336149, 88623})",frozenset({88411})
1211,frozenset({88411}),"frozenset({3336149, 88623})"
1212,frozenset({3336149}),"frozenset({88411, 88623})"
1213,frozenset({88623}),"frozenset({88411, 3336149})"
1214,"frozenset({88411, 15021876})",frozenset({88623})
1215,"frozenset({88411, 88623})",frozenset({15021876})
1216,"frozenset({15021876, 88623})",frozenset({88411})
1217,frozenset({88411}),"frozenset({15021876, 88623})"
1218,frozenset({15021876}),"frozenset({88411, 88623})"
1219,frozenset({88623}),"frozenset({88411, 15021876})"
1220,"frozenset({88411, 88676})",frozenset({135492})
1221,"frozenset({88411, 135492})",frozenset({88676})
1222,"frozenset({88676, 135492})",frozenset({88411})
1223,frozenset({88411}),"frozenset({88676, 135492})"
1224,frozenset({88676}),"frozenset({88411, 135492})"
1225,frozenset({135492}),"frozenset({88411, 88676})"
1226,"frozenset({88411, 88676})",frozenset({135493})
1227,"frozenset({88411, 135493})",frozenset({88676})
1228,"frozenset({88676, 135493})",frozenset({88411})
1229,frozenset({88411}),"frozenset({88676, 135493})"
1230,frozenset({88676}),"frozenset({88411, 135493})"
1231,frozenset({135493}),"frozenset({88411, 88676})"
1232,"frozenset({135505, 88411})",frozenset({88676})
1233,"frozenset({135505, 88676})",frozenset({88411})
1234,"frozenset({88411, 88676})",frozenset({135505})
1235,frozenset({135505}),"frozenset({88411, 88676})"
1236,frozenset({88411}),"frozenset({135505, 88676})"
1237,frozenset({88676}),"frozenset({135505, 88411})"
1238,"frozenset({88411, 135507})",frozenset({88676})
1239,"frozenset({135507, 88676})",frozenset({88411})
1240,"frozenset({88411, 88676})",frozenset({135507})
1241,frozenset({135507}),"frozenset({88411, 88676})"
1242,frozenset({88411}),"frozenset({135507, 88676})"
1243,frozenset({88676}),"frozenset({88411, 135507})"
1244,"frozenset({88411, 88676})",frozenset({135789})
1245,"frozenset({88411, 135789})",frozenset({88676})
1246,"frozenset({88676, 135789})",frozenset({88411})
1247,frozenset({88411}),"frozenset({88676, 135789})"
1248,frozenset({88676}),"frozenset({88411, 135789})"
1249,frozenset({135789}),"frozenset({88411, 88676})"
1250,"frozenset({88411, 135492})",frozenset({135493})
1251,"frozenset({88411, 135493})",frozenset({135492})
1252,"frozenset({135492, 135493})",frozenset({88411})
1253,frozenset({88411}),"frozenset({135492, 135493})"
1254,frozenset({135492}),"frozenset({88411, 135493})"
1255,frozenset({135493}),"frozenset({88411, 135492})"
1256,"frozenset({88411, 135492})",frozenset({3336149})
1257,"frozenset({88411, 3336149})",frozenset({135492})
1258,"frozenset({135492, 3336149})",frozenset({88411})
1259,frozenset({88411}),"frozenset({135492, 3336149})"
1260,frozenset({135492}),"frozenset({88411, 3336149})"
1261,frozenset({3336149}),"frozenset({88411, 135492})"
1262,"frozenset({88411, 135501})",frozenset({135493})
1263,"frozenset({88411, 135493})",frozenset({135501})
1264,"frozenset({135493, 135501})",frozenset({88411})
1265,frozenset({88411}),"frozenset({135493, 135501})"
1266,frozenset({135501}),"frozenset({88411, 135493})"
1267,frozenset({135493}),"frozenset({88411, 135501})"
1268,"frozenset({88411, 135493})",frozenset({135503})
1269,"frozenset({88411, 135503})",frozenset({135493})
1270,"frozenset({135493, 135503})",frozenset({88411})
1271,frozenset({88411}),"frozenset({135493, 135503})"
1272,frozenset({135493}),"frozenset({88411, 135503})"
1273,frozenset({135503}),"frozenset({88411, 135493})"
1274,"frozenset({135505, 88411})",frozenset({135493})
1275,"frozenset({135505, 135493})",frozenset({88411})
1276,"frozenset({88411, 135493})",frozenset({135505})
1277,frozenset({135505}),"frozenset({88411, 135493})"
1278,frozenset({88411}),"frozenset({135505, 135493})"
1279,frozenset({135493}),"frozenset({135505, 88411})"
1280,"frozenset({88411, 135507})",frozenset({135493})
1281,"frozenset({135507, 135493})",frozenset({88411})
1282,"frozenset({88411, 135493})",frozenset({135507})
1283,frozenset({135507}),"frozenset({88411, 135493})"
1284,frozenset({88411}),"frozenset({135507, 135493})"
1285,frozenset({135493}),"frozenset({88411, 135507})"
1286,"frozenset({88411, 135493})",frozenset({135789})
1287,"frozenset({88411, 135789})",frozenset({135493})
1288,"frozenset({135493, 135789})",frozenset({88411})
1289,frozenset({88411}),"frozenset({135493, 135789})"
1290,frozenset({135493}),"frozenset({88411, 135789})"
1291,frozenset({135789}),"frozenset({88411, 135493})"
1292,"frozenset({88411, 3336149})",frozenset({135493})
1293,"frozenset({135493, 3336149})",frozenset({88411})
1294,"frozenset({88411, 135493})",frozenset({3336149})
1295,frozenset({3336149}),"frozenset({88411, 135493})"
1296,frozenset({88411}),"frozenset({135493, 3336149})"
1297,frozenset({135493}),"frozenset({88411, 3336149})"
1298,"frozenset({88411, 3336149})",frozenset({135495})
1299,"frozenset({88411, 135495})",frozenset({3336149})
1300,"frozenset({3336149, 135495})",frozenset({88411})
1301,frozenset({88411}),"frozenset({3336149, 135495})"
1302,frozenset({3336149}),"frozenset({88411, 135495})"
1303,frozenset({135495}),"frozenset({88411, 3336149})"
1304,"frozenset({88411, 15021876})",frozenset({135495})
1305,"frozenset({88411, 135495})",frozenset({15021876})
1306,"frozenset({15021876, 135495})",frozenset({88411})
1307,frozenset({88411}),"frozenset({15021876, 135495})"
1308,frozenset({15021876}),"frozenset({88411, 135495})"
1309,frozenset({135495}),"frozenset({88411, 15021876})"
1310,"frozenset({88675, 88622})",frozenset({88623})
1311,"frozenset({88675, 88623})",frozenset({88622})
1312,"frozenset({88622, 88623})",frozenset({88675})
1313,frozenset({88675}),"frozenset({88622, 88623})"
1314,frozenset({88622}),"frozenset({88675, 88623})"
1315,frozenset({88623}),"frozenset({88675, 88622})"
1316,"frozenset({88676, 88622})",frozenset({88623})
1317,"frozenset({88676, 88623})",frozenset({88622})
1318,"frozenset({88622, 88623})",frozenset({88676})
1319,frozenset({88676}),"frozenset({88622, 88623})"
1320,frozenset({88622}),"frozenset({88676, 88623})"
1321,frozenset({88623}),"frozenset({88676, 88622})"
1322,"frozenset({135492, 88622})",frozenset({88623})
1323,"frozenset({135492, 88623})",frozenset({88622})
1324,"frozenset({88622, 88623})",frozenset({135492})
1325,frozenset({135492}),"frozenset({88622, 88623})"
1326,frozenset({88622}),"frozenset({135492, 88623})"
1327,frozenset({88623}),"frozenset({135492, 88622})"
1328,"frozenset({135493, 88622})",frozenset({88623})
1329,"frozenset({135493, 88623})",frozenset({88622})
1330,"frozenset({88622, 88623})",frozenset({135493})
1331,frozenset({135493}),"frozenset({88622, 88623})"
1332,frozenset({88622}),"frozenset({135493, 88623})"
1333,frozenset({88623}),"frozenset({135493, 88622})"
1334,"frozenset({135494, 88622})",frozenset({88623})
1335,"frozenset({88622, 88623})",frozenset({135494})
1336,"frozenset({135494, 88623})",frozenset({88622})
1337,frozenset({88622}),"frozenset({135494, 88623})"
1338,frozenset({135494}),"frozenset({88622, 88623})"
1339,frozenset({88623}),"frozenset({135494, 88622})"
1340,"frozenset({88622, 88623})",frozenset({135495})
1341,"frozenset({135495, 88623})",frozenset({88622})
1342,"frozenset({88622, 135495})",frozenset({88623})
1343,frozenset({88623}),"frozenset({88622, 135495})"
1344,frozenset({88622}),"frozenset({135495, 88623})"
1345,frozenset({135495}),"frozenset({88622, 88623})"
1346,"frozenset({3336149, 88622})",frozenset({88623})
1347,"frozenset({3336149, 88623})",frozenset({88622})
1348,"frozenset({88622, 88623})",frozenset({3336149})
1349,frozenset({3336149}),"frozenset({88622, 88623})"
1350,frozenset({88622}),"frozenset({3336149, 88623})"
1351,frozenset({88623}),"frozenset({3336149, 88622})"
1352,"frozenset({88676, 135493})",frozenset({88623})
1353,"frozenset({88676, 88623})",frozenset({135493})
1354,"frozenset({135493, 88623})",frozenset({88676})
1355,frozenset({88676}),"frozenset({135493, 88623})"
1356,frozenset({135493}),"frozenset({88676, 88623})"
1357,frozenset({88623}),"frozenset({88676, 135493})"
1358,"frozenset({135492, 135493})",frozenset({88623})
1359,"frozenset({135492, 88623})",frozenset({135493})
1360,"frozenset({135493, 88623})",frozenset({135492})
1361,frozenset({135492}),"frozenset({135493, 88623})"
1362,frozenset({135493}),"frozenset({135492, 88623})"
1363,frozenset({88623}),"frozenset({135492, 135493})"
1364,"frozenset({135492, 3336149})",frozenset({88623})
1365,"frozenset({135492, 88623})",frozenset({3336149})
1366,"frozenset({3336149, 88623})",frozenset({135492})
1367,frozenset({135492}),"frozenset({3336149, 88623})"
1368,frozenset({3336149}),"frozenset({135492, 88623})"
1369,frozenset({88623}),"frozenset({135492, 3336149})"
1370,"frozenset({88676, 135493})",frozenset({135492})
1371,"frozenset({88676, 135492})",frozenset({135493})
1372,"frozenset({135492, 135493})",frozenset({88676})
1373,frozenset({88676}),"frozenset({135492, 135493})"
1374,frozenset({135493}),"frozenset({88676, 135492})"
1375,frozenset({135492}),"frozenset({88676, 135493})"
1376,"frozenset({88676, 3336149})",frozenset({135492})
1377,"frozenset({88676, 135492})",frozenset({3336149})
1378,"frozenset({135492, 3336149})",frozenset({88676})
1379,frozenset({88676}),"frozenset({135492, 3336149})"
1380,frozenset({3336149}),"frozenset({88676, 135492})"
1381,frozenset({135492}),"frozenset({88676, 3336149})"
1382,"frozenset({135505, 88676})",frozenset({135493})
1383,"frozenset({135505, 135493})",frozenset({88676})
1384,"frozenset({88676, 135493})",frozenset({135505})
1385,frozenset({135505}),"frozenset({88676, 135493})"
1386,frozenset({88676}),"frozenset({135505, 135493})"
1387,frozenset({135493}),"frozenset({135505, 88676})"
1388,"frozenset({88676, 135493})",frozenset({135789})
1389,"frozenset({88676, 135789})",frozenset({135493})
1390,"frozenset({135493, 135789})",frozenset({88676})
1391,frozenset({88676}),"frozenset({135493, 135789})"
1392,frozenset({135493}),"frozenset({88676, 135789})"
1393,frozenset({135789}),"frozenset({88676, 135493})"
1394,"frozenset({135505, 135492})",frozenset({135493})
1395,"frozenset({135505, 135493})",frozenset({135492})
1396,"frozenset({135492, 135493})",frozenset({135505})
1397,frozenset({135505}),"frozenset({135492, 135493})"
1398,frozenset({135492}),"frozenset({135505, 135493})"
1399,frozenset({135493}),"frozenset({135505, 135492})"
1400,"frozenset({135492, 3336149})",frozenset({135493})
1401,"frozenset({135493, 3336149})",frozenset({135492})
1402,"frozenset({135492, 135493})",frozenset({3336149})
1403,frozenset({3336149}),"frozenset({135492, 135493})"
1404,frozenset({135492}),"frozenset({135493, 3336149})"
1405,frozenset({135493}),"frozenset({135492, 3336149})"
1406,"frozenset({15157064, 14481833})",frozenset({15192100})
1407,"frozenset({15157064, 15192100})",frozenset({14481833})
1408,"frozenset({14481833, 15192100})",frozenset({15157064})
1409,frozenset({15157064}),"frozenset({14481833, 15192100})"
1410,frozenset({14481833}),"frozenset({15157064, 15192100})"
1411,frozenset({15192100}),"frozenset({15157064, 14481833})"
1412,"frozenset({14671860, 15192100})",frozenset({14980086})
1413,"frozenset({15192100, 14980086})",frozenset({14671860})
1414,"frozenset({14671860, 14980086})",frozenset({15192100})
1415,frozenset({15192100}),"frozenset({14671860, 14980086})"
1416,frozenset({14671860}),"frozenset({15192100, 14980086})"
1417,frozenset({14980086}),"frozenset({14671860, 15192100})"
1418,"frozenset({14675955, 15192100})",frozenset({14980086})
1419,"frozenset({14675955, 14980086})",frozenset({15192100})
1420,"frozenset({15192100, 14980086})",frozenset({14675955})
1421,frozenset({14675955}),"frozenset({15192100, 14980086})"
1422,frozenset({15192100}),"frozenset({14675955, 14980086})"
1423,frozenset({14980086}),"frozenset({14675955, 15192100})"
1424,"frozenset({15194056, 15192100})",frozenset({14980086})
1425,"frozenset({15194056, 14980086})",frozenset({15192100})
1426,"frozenset({15192100, 14980086})",frozenset({15194056})
1427,frozenset({15194056}),"frozenset({15192100, 14980086})"
1428,frozenset({15192100}),"frozenset({15194056, 14980086})"
1429,frozenset({14980086}),"frozenset({15194056, 15192100})"
1430,"frozenset({1697, 1698, 88411})",frozenset({70509})
1431,"frozenset({1697, 1698, 70509})",frozenset({88411})
1432,"frozenset({1697, 88411, 70509})",frozenset({1698})
1433,"frozenset({1698, 88411, 70509})",frozenset({1697})
1434,"frozenset({1697, 1698})","frozenset({88411, 70509})"
1435,"frozenset({1697, 88411})","frozenset({1698, 70509})"
1436,"frozenset({1697, 70509})","frozenset({1698, 88411})"
1437,"frozenset({1698, 88411})","frozenset({1697, 70509})"
1438,"frozenset({1698, 70509})","frozenset({1697, 88411})"
1439,"frozenset({88411, 70509})","frozenset({1697, 1698})"
1440,frozenset({1697}),"frozenset({1698, 88411, 70509})"
1441,frozenset({1698}),"frozenset({1697, 88411, 70509})"
1442,frozenset({88411}),"frozenset({1697, 1698, 70509})"
1443,frozenset({70509}),"frozenset({1697, 1698, 88411})"
1444,"frozenset({1697, 88411, 23004})",frozenset({70509})
1445,"frozenset({1697, 88411, 70509})",frozenset({23004})
1446,"frozenset({1697, 23004, 70509})",frozenset({88411})
1447,"frozenset({88411, 23004, 70509})",frozenset({1697})
1448,"frozenset({1697, 88411})","frozenset({23004, 70509})"
1449,"frozenset({1697, 23004})","frozenset({88411, 70509})"
1450,"frozenset({1697, 70509})","frozenset({88411, 23004})"
1451,"frozenset({88411, 23004})","frozenset({1697, 70509})"
1452,"frozenset({88411, 70509})","frozenset({1697, 23004})"
1453,"frozenset({23004, 70509})","frozenset({1697, 88411})"
1454,frozenset({1697}),"frozenset({88411, 23004, 70509})"
1455,frozenset({88411}),"frozenset({1697, 23004, 70509})"
1456,frozenset({23004}),"frozenset({1697, 88411, 70509})"
1457,frozenset({70509}),"frozenset({1697, 88411, 23004})"
1458,"frozenset({1697, 88411, 88676})",frozenset({70509})
1459,"frozenset({1697, 88411, 70509})",frozenset({88676})
1460,"frozenset({1697, 88676, 70509})",frozenset({88411})
1461,"frozenset({88411, 88676, 70509})",frozenset({1697})
1462,"frozenset({1697, 88411})","frozenset({88676, 70509})"
1463,"frozenset({1697, 88676})","frozenset({88411, 70509})"
1464,"frozenset({1697, 70509})","frozenset({88411, 88676})"
1465,"frozenset({88411, 88676})","frozenset({1697, 70509})"
1466,"frozenset({88411, 70509})","frozenset({1697, 88676})"
1467,"frozenset({88676, 70509})","frozenset({1697, 88411})"
1468,frozenset({1697}),"frozenset({88411, 88676, 70509})"
1469,frozenset({88411}),"frozenset({1697, 88676, 70509})"
1470,frozenset({88676}),"frozenset({1697, 88411, 70509})"
1471,frozenset({70509}),"frozenset({1697, 88411, 88676})"
1472,"frozenset({1697, 88411, 135493})",frozenset({70509})
1473,"frozenset({1697, 88411, 70509})",frozenset({135493})
1474,"frozenset({1697, 135493, 70509})",frozenset({88411})
1475,"frozenset({88411, 135493, 70509})",frozenset({1697})
1476,"frozenset({1697, 88411})","frozenset({135493, 70509})"
1477,"frozenset({1697, 135493})","frozenset({88411, 70509})"
1478,"frozenset({1697, 70509})","frozenset({88411, 135493})"
1479,"frozenset({88411, 135493})","frozenset({1697, 70509})"
1480,"frozenset({88411, 70509})","frozenset({1697, 135493})"
1481,"frozenset({135493, 70509})","frozenset({1697, 88411})"
1482,frozenset({1697}),"frozenset({88411, 135493, 70509})"
1483,frozenset({88411}),"frozenset({1697, 135493, 70509})"
1484,frozenset({135493}),"frozenset({1697, 88411, 70509})"
1485,frozenset({70509}),"frozenset({1697, 88411, 135493})"
1486,"frozenset({1697, 88411, 70509})",frozenset({135789})
1487,"frozenset({1697, 88411, 135789})",frozenset({70509})
1488,"frozenset({1697, 70509, 135789})",frozenset({88411})
1489,"frozenset({88411, 70509, 135789})",frozenset({1697})
1490,"frozenset({1697, 88411})","frozenset({70509, 135789})"
1491,"frozenset({1697, 70509})","frozenset({88411, 135789})"
1492,"frozenset({1697, 135789})","frozenset({88411, 70509})"
1493,"frozenset({88411, 70509})","frozenset({1697, 135789})"
1494,"frozenset({88411, 135789})","frozenset({1697, 70509})"
1495,"frozenset({70509, 135789})","frozenset({1697, 88411})"
1496,frozenset({1697}),"frozenset({88411, 70509, 135789})"
1497,frozenset({88411}),"frozenset({1697, 70509, 135789})"
1498,frozenset({70509}),"frozenset({1697, 88411, 135789})"
1499,frozenset({135789}),"frozenset({1697, 88411, 70509})"
1500,"frozenset({1697, 88676, 135493})",frozenset({70509})
1501,"frozenset({1697, 88676, 70509})",frozenset({135493})
1502,"frozenset({1697, 135493, 70509})",frozenset({88676})
1503,"frozenset({88676, 135493, 70509})",frozenset({1697})
1504,"frozenset({1697, 88676})","frozenset({135493, 70509})"
1505,"frozenset({1697, 135493})","frozenset({88676, 70509})"
1506,"frozenset({1697, 70509})","frozenset({88676, 135493})"
1507,"frozenset({88676, 135493})","frozenset({1697, 70509})"
1508,"frozenset({88676, 70509})","frozenset({1697, 135493})"
1509,"frozenset({135493, 70509})","frozenset({1697, 88676})"
1510,frozenset({1697}),"frozenset({88676, 135493, 70509})"
1511,frozenset({88676}),"frozenset({1697, 135493, 70509})"
1512,frozenset({135493}),"frozenset({1697, 88676, 70509})"
1513,frozenset({70509}),"frozenset({1697, 88676, 135493})"
1514,"frozenset({1697, 88411, 88676})",frozenset({135493})
1515,"frozenset({1697, 88411, 135493})",frozenset({88676})
1516,"frozenset({1697, 88676, 135493})",frozenset({88411})
1517,"frozenset({88411, 88676, 135493})",frozenset({1697})
1518,"frozenset({1697, 88411})","frozenset({88676, 135493})"
1519,"frozenset({1697, 88676})","frozenset({88411, 135493})"
1520,"frozenset({1697, 135493})","frozenset({88411, 88676})"
1521,"frozenset({88411, 88676})","frozenset({1697, 135493})"
1522,"frozenset({88411, 135493})","frozenset({1697, 88676})"
1523,"frozenset({88676, 135493})","frozenset({1697, 88411})"
1524,frozenset({1697}),"frozenset({88411, 88676, 135493})"
1525,frozenset({88411}),"frozenset({1697, 88676, 135493})"
1526,frozenset({88676}),"frozenset({1697, 88411, 135493})"
1527,frozenset({135493}),"frozenset({1697, 88411, 88676})"
1528,"frozenset({1698, 23004, 1708})",frozenset({70509})
1529,"frozenset({1698, 23004, 70509})",frozenset({1708})
1530,"frozenset({1698, 1708, 70509})",frozenset({23004})
1531,"frozenset({1708, 23004, 70509})",frozenset({1698})
1532,"frozenset({1698, 23004})","frozenset({1708, 70509})"
1533,"frozenset({1698, 1708})","frozenset({23004, 70509})"
1534,"frozenset({1698, 70509})","frozenset({1708, 23004})"
1535,"frozenset({1708, 23004})","frozenset({1698, 70509})"
1536,"frozenset({23004, 70509})","frozenset({1698, 1708})"
1537,"frozenset({1708, 70509})","frozenset({1698, 23004})"
1538,frozenset({1698}),"frozenset({1708, 23004, 70509})"
1539,frozenset({23004}),"frozenset({1698, 1708, 70509})"
1540,frozenset({1708}),"frozenset({1698, 23004, 70509})"
1541,frozenset({70509}),"frozenset({1698, 23004, 1708})"
1542,"frozenset({1698, 88411, 1708})",frozenset({70509})
1543,"frozenset({1698, 88411, 70509})",frozenset({1708})
1544,"frozenset({1698, 1708, 70509})",frozenset({88411})
1545,"frozenset({88411, 1708, 70509})",frozenset({1698})
1546,"frozenset({1698, 88411})","frozenset({1708, 70509})"
1547,"frozenset({1698, 1708})","frozenset({88411, 70509})"
1548,"frozenset({1698, 70509})","frozenset({88411, 1708})"
1549,"frozenset({88411, 1708})","frozenset({1698, 70509})"
1550,"frozenset({88411, 70509})","frozenset({1698, 1708})"
1551,"frozenset({1708, 70509})","frozenset({1698, 88411})"
1552,frozenset({1698}),"frozenset({88411, 1708, 70509})"
1553,frozenset({88411}),"frozenset({1698, 1708, 70509})"
1554,frozenset({1708}),"frozenset({1698, 88411, 70509})"
1555,frozenset({70509}),"frozenset({1698, 88411, 1708})"
1556,"frozenset({1698, 88444, 1708})",frozenset({70509})
1557,"frozenset({1698, 88444, 70509})",frozenset({1708})
1558,"frozenset({1708, 88444, 70509})",frozenset({1698})
1559,"frozenset({1698, 1708, 70509})",frozenset({88444})
1560,"frozenset({1698, 88444})","frozenset({1708, 70509})"
1561,"frozenset({1708, 88444})","frozenset({1698, 70509})"
1562,"frozenset({88444, 70509})","frozenset({1698, 1708})"
1563,"frozenset({1698, 1708})","frozenset({88444, 70509})"
1564,"frozenset({1698, 70509})","frozenset({1708, 88444})"
1565,"frozenset({1708, 70509})","frozenset({1698, 88444})"
1566,frozenset({88444}),"frozenset({1698, 1708, 70509})"
1567,frozenset({1698}),"frozenset({1708, 88444, 70509})"
1568,frozenset({1708}),"frozenset({1698, 88444, 70509})"
1569,frozenset({70509}),"frozenset({1698, 88444, 1708})"
1570,"frozenset({1698, 88411, 88444})",frozenset({1708})
1571,"frozenset({1698, 88444, 1708})",frozenset({88411})
1572,"frozenset({1708, 88411, 88444})",frozenset({1698})
1573,"frozenset({1698, 88411, 1708})",frozenset({88444})
1574,"frozenset({1698, 88444})","frozenset({88411, 1708})"
1575,"frozenset({88411, 88444})","frozenset({1698, 1708})"
1576,"frozenset({1708, 88444})","frozenset({1698, 88411})"
1577,"frozenset({1698, 88411})","frozenset({1708, 88444})"
1578,"frozenset({1698, 1708})","frozenset({88411, 88444})"
1579,"frozenset({88411, 1708})","frozenset({1698, 88444})"
1580,frozenset({88444}),"frozenset({1698, 88411, 1708})"
1581,frozenset({1698}),"frozenset({1708, 88411, 88444})"
1582,frozenset({88411}),"frozenset({1698, 88444, 1708})"
1583,frozenset({1708}),"frozenset({1698, 88411, 88444})"
1584,"frozenset({1698, 88411, 23004})",frozenset({70509})
1585,"frozenset({1698, 88411, 70509})",frozenset({23004})
1586,"frozenset({1698, 23004, 70509})",frozenset({88411})
1587,"frozenset({88411, 23004, 70509})",frozenset({1698})
1588,"frozenset({1698, 88411})","frozenset({23004, 70509})"
1589,"frozenset({1698, 23004})","frozenset({88411, 70509})"
1590,"frozenset({1698, 70509})","frozenset({88411, 23004})"
1591,"frozenset({88411, 23004})","frozenset({1698, 70509})"
1592,"frozenset({88411, 70509})","frozenset({1698, 23004})"
1593,"frozenset({23004, 70509})","frozenset({1698, 88411})"
1594,frozenset({1698}),"frozenset({88411, 23004, 70509})"
1595,frozenset({88411}),"frozenset({1698, 23004, 70509})"
1596,frozenset({23004}),"frozenset({1698, 88411, 70509})"
1597,frozenset({70509}),"frozenset({1698, 88411, 23004})"
1598,"frozenset({88444, 1698, 23004})",frozenset({70509})
1599,"frozenset({1698, 23004, 70509})",frozenset({88444})
1600,"frozenset({1698, 88444, 70509})",frozenset({23004})
1601,"frozenset({88444, 23004, 70509})",frozenset({1698})
1602,"frozenset({1698, 23004})","frozenset({88444, 70509})"
1603,"frozenset({1698, 88444})","frozenset({23004, 70509})"
1604,"frozenset({1698, 70509})","frozenset({88444, 23004})"
1605,"frozenset({88444, 23004})","frozenset({1698, 70509})"
1606,"frozenset({23004, 70509})","frozenset({1698, 88444})"
1607,"frozenset({88444, 70509})","frozenset({1698, 23004})"
1608,frozenset({1698}),"frozenset({88444, 23004, 70509})"
1609,frozenset({23004}),"frozenset({1698, 88444, 70509})"
1610,frozenset({88444}),"frozenset({1698, 23004, 70509})"
1611,frozenset({70509}),"frozenset({88444, 1698, 23004})"
1612,"frozenset({1698, 88411, 88444})",frozenset({70509})
1613,"frozenset({1698, 88411, 70509})",frozenset({88444})
1614,"frozenset({1698, 88444, 70509})",frozenset({88411})
1615,"frozenset({88411, 88444, 70509})",frozenset({1698})
1616,"frozenset({1698, 88411})","frozenset({88444, 70509})"
1617,"frozenset({1698, 88444})","frozenset({88411, 70509})"
1618,"frozenset({1698, 70509})","frozenset({88411, 88444})"
1619,"frozenset({88411, 88444})","frozenset({1698, 70509})"
1620,"frozenset({88411, 70509})","frozenset({1698, 88444})"
1621,"frozenset({88444, 70509})","frozenset({1698, 88411})"
1622,frozenset({1698}),"frozenset({88411, 88444, 70509})"
1623,frozenset({88411}),"frozenset({1698, 88444, 70509})"
1624,frozenset({88444}),"frozenset({1698, 88411, 70509})"
1625,frozenset({70509}),"frozenset({1698, 88411, 88444})"
1626,"frozenset({1698, 88411, 135492})",frozenset({70509})
1627,"frozenset({1698, 88411, 70509})",frozenset({135492})
1628,"frozenset({1698, 135492, 70509})",frozenset({88411})
1629,"frozenset({88411, 135492, 70509})",frozenset({1698})
1630,"frozenset({1698, 88411})","frozenset({135492, 70509})"
1631,"frozenset({1698, 135492})","frozenset({88411, 70509})"
1632,"frozenset({1698, 70509})","frozenset({88411, 135492})"
1633,"frozenset({88411, 135492})","frozenset({1698, 70509})"
1634,"frozenset({88411, 70509})","frozenset({1698, 135492})"
1635,"frozenset({135492, 70509})","frozenset({1698, 88411})"
1636,frozenset({1698}),"frozenset({88411, 135492, 70509})"
1637,frozenset({88411}),"frozenset({1698, 135492, 70509})"
1638,frozenset({135492}),"frozenset({1698, 88411, 70509})"
1639,frozenset({70509}),"frozenset({1698, 88411, 135492})"
1640,"frozenset({1698, 88411, 135493})",frozenset({70509})
1641,"frozenset({1698, 88411, 70509})",frozenset({135493})
1642,"frozenset({1698, 135493, 70509})",frozenset({88411})
1643,"frozenset({88411, 135493, 70509})",frozenset({1698})
1644,"frozenset({1698, 88411})","frozenset({135493, 70509})"
1645,"frozenset({1698, 135493})","frozenset({88411, 70509})"
1646,"frozenset({1698, 70509})","frozenset({88411, 135493})"
1647,"frozenset({88411, 135493})","frozenset({1698, 70509})"
1648,"frozenset({88411, 70509})","frozenset({1698, 135493})"
1649,"frozenset({135493, 70509})","frozenset({1698, 88411})"
1650,frozenset({1698}),"frozenset({88411, 135493, 70509})"
1651,frozenset({88411}),"frozenset({1698, 135493, 70509})"
1652,frozenset({135493}),"frozenset({1698, 88411, 70509})"
1653,frozenset({70509}),"frozenset({1698, 88411, 135493})"
1654,"frozenset({1698, 88411, 70509})",frozenset({135789})
1655,"frozenset({1698, 88411, 135789})",frozenset({70509})
1656,"frozenset({1698, 70509, 135789})",frozenset({88411})
1657,"frozenset({88411, 70509, 135789})",frozenset({1698})
1658,"frozenset({1698, 88411})","frozenset({70509, 135789})"
1659,"frozenset({1698, 70509})","frozenset({88411, 135789})"
1660,"frozenset({1698, 135789})","frozenset({88411, 70509})"
1661,"frozenset({88411, 70509})","frozenset({1698, 135789})"
1662,"frozenset({88411, 135789})","frozenset({1698, 70509})"
1663,"frozenset({70509, 135789})","frozenset({1698, 88411})"
1664,frozenset({1698}),"frozenset({88411, 70509, 135789})"
1665,frozenset({88411}),"frozenset({1698, 70509, 135789})"
1666,frozenset({70509}),"frozenset({1698, 88411, 135789})"
1667,frozenset({135789}),"frozenset({1698, 88411, 70509})"
1668,"frozenset({88411, 1708, 70509})",frozenset({23004})
