,antecedents,consequents
2114,"frozenset({88411, 88444})","frozenset({1698, 1708, 70509})"
2115,frozenset({1698}),"frozenset({88444, 88411, 1708, 70509})"
2116,frozenset({1708}),"frozenset({1698, 88411, 88444, 70509})"
2117,frozenset({70509}),"frozenset({88444, 1698, 88411, 1708})"
2118,frozenset({88411}),"frozenset({88444, 1698, 1708, 70509})"
2119,frozenset({88444}),"frozenset({1698, 88411, 1708, 70509})"
2120,"frozenset({88676, 135493, 70509, 135492})",frozenset({88411})
2121,"frozenset({88411, 88676, 135493, 135492})",frozenset({70509})
2122,"frozenset({88411, 88676, 135493, 70509})",frozenset({135492})
2123,"frozenset({88411, 88676, 70509, 135492})",frozenset({135493})
2124,"frozenset({88411, 135492, 135493, 70509})",frozenset({88676})
2125,"frozenset({88676, 135493, 135492})","frozenset({88411, 70509})"
2126,"frozenset({88676, 135493, 70509})","frozenset({88411, 135492})"
2127,"frozenset({88411, 88676, 135493})","frozenset({135492, 70509})"
2128,"frozenset({88676, 70509, 135492})","frozenset({88411, 135493})"
2129,"frozenset({88411, 88676, 135492})","frozenset({135493, 70509})"
2130,"frozenset({88411, 88676, 70509})","frozenset({135492, 135493})"
2131,"frozenset({135492, 135493, 70509})","frozenset({88411, 88676})"
2132,"frozenset({88411, 135492, 135493})","frozenset({88676, 70509})"
2133,"frozenset({88411, 135493, 70509})","frozenset({88676, 135492})"
2134,"frozenset({88411, 135492, 70509})","frozenset({88676, 135493})"
2135,"frozenset({88676, 135493})","frozenset({88411, 135492, 70509})"
2136,"frozenset({88676, 135492})","frozenset({88411, 135493, 70509})"
2137,"frozenset({88676, 70509})","frozenset({88411, 135492, 135493})"
2138,"frozenset({88411, 88676})","frozenset({135492, 135493, 70509})"
2139,"frozenset({135492, 135493})","frozenset({88411, 88676, 70509})"
2140,"frozenset({135493, 70509})","frozenset({88411, 88676, 135492})"
2141,"frozenset({88411, 135493})","frozenset({88676, 70509, 135492})"
2142,"frozenset({135492, 70509})","frozenset({88411, 88676, 135493})"
2143,"frozenset({88411, 135492})","frozenset({88676, 135493, 70509})"
2144,"frozenset({88411, 70509})","frozenset({88676, 135493, 135492})"
2145,frozenset({88676}),"frozenset({88411, 135492, 135493, 70509})"
2146,frozenset({135493}),"frozenset({88411, 88676, 70509, 135492})"
2147,frozenset({135492}),"frozenset({88411, 88676, 135493, 70509})"
2148,frozenset({70509}),"frozenset({88411, 88676, 135493, 135492})"
2149,frozenset({88411}),"frozenset({88676, 135493, 70509, 135492})"
